行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,經度,緯度,總價
信義區,26.1,98.3,32.10195966,3,5,0,3,2,2,0,無,2018/11/26,121.57001,25.046614,1533
信義區,22.38,180.03,0.208080933,16,16,0,3,2,2,1,坡道平面,2018/11/8,121.58041,25.044048,4850
信義區,22.54,213.9,0.249149538,16,16,0,3,2,2,1,坡道平面,2018/11/23,121.58041,25.044048,5218
信義區,11.66,76.74,-0.377831167,4,16,0,2,2,1,1,無,2018/4/8,121.58041,25.044048,2368
信義區,11.83,110.61,0.287480236,11,16,0,2,1,1,1,坡道平面,2018/12/7,121.58041,25.044048,2566
文山區,49.17,186.97,28.62207985,5,5,0,4,2,2,0,坡道平面,2018/11/8,121.566059,24.98223,1950
文山區,23.74,79.52,25.92797936,4,5,0,3,2,2,1,無,2018/10/21,121.550064,25.00749,1100
文山區,28.73,122.23,37.17530134,3,5,0,3,2,2,0,無,2018/11/25,121.573882,24.988824,1480
文山區,30.17,152.93,25.89512447,6,6,0,3,2,2,1,升降平面,2018/10/23,121.555252,24.977333,1660
文山區,30.7,98.19,35.24233899,3,5,0,3,2,2,0,無,2018/11/19,121.560755,24.995782,980
文山區,23.94,87.55,35.59279109,3,5,0,3,1,2,0,無,2018/9/28,121.56177,24.982077,710
文山區,19.72,77.79,38.07881065,2,5,0,2,1,1,0,無,2018/11/26,121.536131,24.995653,720
松山區,22.18,102.94,37.73657228,2,7,0,3,2,2,1,無,2018/11/12,121.562433,25.050501,1700
信義區,29.16,175.83,17.99352485,6,10,1,2,2,2,1,升降平面,2018/12/3,121.579173,25.047947,2630
松山區,35.44,156.04,26.7247103,3,6,0,4,2,2,1,坡道平面,2018/10/5,121.567567,25.056802,3000
松山區,8.78,57.82,35.477799,7,7,0,0,2,1,1,無,2018/11/17,121.546679,25.05983,1680
信義區,53.9,139.83,0.344976283,3,5,0,2,1,1,1,一樓平面,2018/12/4,121.569623,25.013755,2600
信義區,124.78,422.34,21.02712581,14,14,0,4,2,2,1,坡道平面,2018/12/6,121.57153,25.038889,13275
大安區,38.72,248.69,11.66895966,7,13,0,4,2,2,1,坡道平面,2018/11/21,121.526683,25.029848,7330
大安區,15.2,80.23,19.97029371,1,14,0,3,2,1,1,坡道機械,2018/11/20,121.560103,25.016445,1600
大安區,38.96,118.77,34.97676201,5,7,0,3,2,2,1,無,2018/10/10,121.545423,25.026698,2623
文山區,25.6,93.04,38.22665763,3,5,0,4,2,1,0,無,2018/11/16,121.554186,24.97989,1000
松山區,7.36,74.73,10.74902291,7,14,0,2,1,1,1,無,2018/11/5,121.579786,25.051573,1498
松山區,5.96,65.7,36.46892133,9,12,1,2,1,2,1,無,2018/11/27,121.561171,25.051725,1510
松山區,12.31,134.21,36.46892133,11,12,1,3,2,2,1,無,2018/11/27,121.561171,25.051725,3108
大安區,14.99,160.52,37.30672088,10,12,0,4,2,2,1,無,2018/11/23,121.524728,25.024348,1200
松山區,14.02,92.14,15.51571901,5,9,0,2,1,1,1,無,2018/10/22,121.561837,25.048719,2250
大安區,29.75,167.87,33.9555227,1,10,0,2,2,2,1,無,2018/11/19,121.53699,25.023458,3600
大安區,23.44,182.37,1.122541873,9,14,0,3,2,2,1,坡道平面,2018/11/10,121.552739,25.020786,4220
信義區,15.84,76.64,32.7836985,4,7,0,2,1,1,1,無,2018/11/19,121.565462,25.028283,1500
松山區,48.36,224.58,11.94001246,11,14,0,3,2,2,1,坡道平面,2018/11/26,121.562714,25.055696,4418
信義區,12.63,73.74,13.09540921,3,11,1,2,2,2,1,無,2018/11/10,121.582085,25.043807,2450
松山區,34.57,219.47,30.22101754,4,12,0,4,2,2,1,無,2018/11/5,121.579786,25.051573,2500
信義區,8.08,77.33,34.37716038,7,12,0,2,2,1,1,無,2018/11/27,121.580412,25.046628,1380
松山區,19.67,182.38,9.996098483,13,15,0,3,3,3,1,升降機械,2018/12/4,121.555708,25.051394,5500
文山區,35.34,178.69,8.024805437,9,14,0,3,2,2,1,坡道平面,2018/11/13,121.535608,25.001335,2488
文山區,46.32,125.17,32.5099078,3,5,0,4,2,2,0,無,2018/11/18,121.537555,24.995535,1750
文山區,35.22,55.71,15.14062575,5,14,0,1,1,1,1,無,2018/11/12,121.56168,25.008686,760
文山區,43.44,113.53,22.12776443,1,17,0,3,2,2,1,無,2018/11/11,121.561314,24.992735,1330
文山區,27.93,136.09,35.39839969,3,7,0,4,2,2,1,無,2018/12/1,121.54158,24.995753,2000
文山區,3.27,38.07,9.054258472,7,15,0,1,1,1,1,無,2018/11/17,121.541968,24.988412,680
文山區,52.61,248.85,6.149339138,7,14,0,4,2,2,1,坡道平面,2018/10/31,121.57855,24.983494,2970
文山區,14.82,112.31,19.02023998,3,19,1,3,2,2,1,無,2018/11/11,121.57173,24.9874,1753
文山區,19.56,111.23,6.097318905,2,9,0,2,2,1,1,升降機械,2018/12/12,121.561276,24.984525,1400
文山區,21.46,133.82,4.627062842,2,7,0,2,2,2,1,坡道平面,2018/10/29,121.554613,24.995121,1410
信義區,51.38,345.67,12.13987967,8,9,0,3,2,2,1,坡道平面,2018/11/16,121.573553,25.038371,10288
松山區,22.99,196.09,-1.237533967,3,11,0,3,2,2,1,升降平面,2016/12/30,121.568641,25.056462,4193
松山區,15.64,127.92,-1.237533967,3,11,0,3,1,2,1,升降機械,2016/12/30,121.568641,25.056462,2775
信義區,35.8,150.53,17.98804904,8,9,0,3,2,2,1,無,2018/10/23,121.563727,25.025766,2950
松山區,15.75,163.79,35.20948411,16,16,0,3,2,2,1,無,2018/11/30,121.56806,25.059078,3158
信義區,4.09,66.83,10.25346174,6,18,0,1,1,1,1,坡道平面,2018/11/23,121.557598,25.030401,1450
信義區,37.95,179.09,29.32845986,2,7,0,3,2,2,1,坡道平面,2018/11/15,121.573942,25.029909,4532
信義區,18.96,146.99,1.210154897,4,10,0,2,1,1,1,坡道平面,2018/11/23,121.569208,25.017719,2460
大安區,25,88.77,38.18011321,3,5,0,3,2,1,0,無,2018/11/14,121.534167,25.044865,1350
大安區,10.6,48.39,11.38695524,7,13,0,1,1,1,1,塔式車位,2018/11/11,121.541754,25.029816,1468
大安區,9.77,194.55,30.40993313,7,13,0,2,2,2,1,坡道平面,2018/10/8,121.557272,25.038017,5130
大安區,12.18,82.79,36.86591785,3,7,0,2,1,1,1,無,2018/10/26,121.541794,25.028734,1680
大安區,45.5,98.19,52.28581011,3,4,0,3,2,1,0,無,2018/11/10,121.541107,25.043251,2080
大安區,13.54,135.07,33.55031246,3,19,0,4,2,2,1,無,2018/11/4,121.549122,25.021996,3150
大安區,32.9,321.68,2.89944352,9,23,0,4,2,2,1,坡道平面,2018/12/5,121.543377,25.044595,8542
大安區,38.95,374.35,2.89944352,9,23,0,4,2,2,1,坡道平面,2018/12/5,121.543377,25.044595,10108
大安區,24.92,213.4,30.85073615,15,18,0,4,2,2,1,無,2018/11/27,121.543324,25.03318,6600
松山區,39.75,106.53,46.6539354,3,4,0,3,2,2,0,無,2018/11/25,121.558224,25.052522,2080
松山區,4.94,33.47,40.71815301,2,7,0,3,2,2,1,無,2018/12/9,121.567179,25.062992,137
信義區,24.83,83.8,38.00214926,5,5,0,4,0,4,0,無,2018/11/15,121.579173,25.047947,1000
松山區,14.65,163.19,31.47224105,12,16,0,3,2,4,1,無,2018/11/14,121.570725,25.051686,3600
松山區,1.86,206.83,34.8918869,12,16,0,4,2,2,1,坡道平面,2018/11/19,121.56806,25.059078,3700
文山區,11.2,39.14,23.80883933,3,9,0,1,1,1,1,無,2018/11/29,121.550064,25.00749,530
文山區,24.09,68.4,45.00023957,3,4,0,2,2,1,0,無,2018/12/11,121.547096,24.997216,900
文山區,38.05,98.21,39.49430858,3,5,0,3,2,2,0,無,2018/11/11,121.562321,24.982386,905
信義區,4.84,49.94,27.10801728,10,12,1,1,1,1,1,無,2018/11/26,121.553045,25.024443,910
松山區,18.34,68.74,0.744710706,3,5,0,2,1,1,1,無,2018/11/29,121.563776,25.049644,1819
大安區,61.4,559.4,2.16842235,3,27,0,4,2,4,1,坡道平面,2018/12/6,121.547822,25.020952,17336
文山區,14.49,68.44,24.71234865,2,12,0,2,2,1,1,無,2018/12/2,121.546355,24.994347,1138
文山區,23.84,171.49,1.037666756,5,13,0,3,2,2,1,坡道平面,2018/11/20,121.540238,24.995533,3240
文山區,8.93,36.59,9.555295454,6,7,0,0,1,1,1,無,2018/12/7,121.575046,24.989197,730
大安區,31.75,105.41,36.62498203,1,5,0,6,3,3,0,無,2018/10/12,121.551272,25.028748,2950
大安區,12.76,70.61,24.29071097,4,7,0,2,1,1,1,無,2018/11/4,121.557224,25.033353,1400
信義區,27.93,89.46,37.65991088,4,5,0,4,2,1,0,無,2018/11/13,121.558806,25.021823,1208
信義區,20.94,114.59,33.54483665,4,7,0,3,2,2,1,無,2018/11/10,121.568704,25.04465,2550
文山區,27.4,114.37,10.8229464,5,6,0,3,2,1,1,塔式車位,2018/10/7,121.536899,24.996645,1888
大安區,13.91,129.23,33.69268363,4,17,0,2,2,2,1,無,2018/11/5,121.526377,25.027318,3322
松山區,20.32,163.91,39.49978439,5,15,0,2,2,2,1,坡道平面,2018/11/19,121.56806,25.059078,2800
松山區,7.9,59.84,4.147929116,3,10,0,1,1,1,1,無,2018/11/30,121.552902,25.050851,1100
松山區,33.49,92.4,43.7243749,4,4,0,4,2,1,0,無,2018/11/11,121.567452,25.05411,1480
松山區,1.81,29.5,29.35857684,4,20,1,1,1,1,1,無,2018/11/7,121.56806,25.059078,650
文山區,28.82,125.31,8.309547766,1,13,0,3,2,2,1,無,2018/11/11,121.580552,24.982738,1600
文山區,16.96,65.29,1.694764437,2,7,0,1,1,1,1,無,2018/8/10,121.557554,24.986091,1100
文山區,9,39.2,23.60897212,4,5,0,1,1,1,1,無,2018/12/5,121.570802,25.001508,505
文山區,52.1,254.96,3.047290499,10,14,0,3,2,2,1,無,2018/12/19,121.547973,25.000043,5380
文山區,20.85,149.96,28.28531729,7,9,0,3,2,2,1,無,2018/10/14,121.568411,24.989704,1788
文山區,12.47,206.24,1.58251025,14,29,1,3,2,2,1,坡道平面,2018/12/10,121.571057,24.990801,3159
文山區,56.8,175.13,22.24275652,2,5,0,4,2,2,1,坡道平面,2018/11/25,121.586459,24.985403,1670
松山區,4.71,47.72,4.933708427,9,13,0,1,1,1,1,無,2018/11/22,121.579786,25.051573,1370
信義區,29.16,241.17,-3.260847245,8,14,0,4,2,2,1,坡道平面,2014/10/6,121.574186,25.047266,5580
信義區,17.16,24.33,46.51430214,1,5,0,1,1,1,0,無,2018/12/1,121.568044,25.023752,406
信義區,18.44,154.13,0.257363259,13,16,0,3,2,2,1,坡道平面,2018/11/26,121.58041,25.044048,3968
松山區,21.84,93.03,26.64257309,7,7,0,3,1,1,1,無,2018/12/4,121.565217,25.056007,2030
大安區,36.88,84.56,48.86616426,3,4,0,3,1,1,0,無,2018/11/21,121.556926,25.029378,1700
文山區,16.54,73.66,8.84617754,3,13,0,2,1,1,1,無,2018/10/7,121.550107,25.006146,1080
文山區,17.84,99.34,6.061726113,6,9,0,2,1,1,1,塔式車位,2018/11/29,121.561276,24.984525,1470
大安區,19.94,102.65,33.54209874,17,17,0,3,2,1,1,無,2018/12/6,121.545967,25.027999,2340
松山區,21.1,108.85,40.56483022,5,7,0,3,2,2,1,無,2018/10/22,121.557267,25.045214,2600
大安區,5.91,42.94,31.44212407,3,10,0,1,1,1,1,無,2018/12/17,121.55273,25.04025,1085
大安區,21.48,73.35,38.08428647,4,5,0,3,2,1,0,無,2018/12/4,121.552494,25.027293,1288
信義區,5.7,62.04,22.02646187,13,13,1,2,1,1,1,升降機械,2018/11/16,121.553045,25.024443,1158
松山區,15.64,127.92,-2.357337933,9,11,0,3,1,2,1,升降機械,2015/11/17,121.568641,25.056462,2888
松山區,1.81,29.5,29.45166567,5,20,1,1,1,1,1,無,2018/12/11,121.56806,25.059078,568
松山區,31.3,100.37,32.05815314,5,5,0,3,2,2,0,無,2018/11/10,121.56815,25.055916,1700
文山區,28.4,133.37,7.1897438,5,11,0,3,2,2,1,塔式車位,2018/12/6,121.558052,24.989322,2226
文山區,44.01,114.91,35.10818155,4,5,0,3,1,2,0,無,2018/11/19,121.561203,24.993261,980
文山區,59.44,113.99,35.30531086,7,7,0,3,2,1,1,無,2018/11/16,121.569946,25.001366,1450
文山區,13.94,115.22,15.18169435,11,14,0,3,2,2,1,無,2018/11/24,121.571057,24.990801,1847
文山區,26.88,230.22,2.141043279,11,17,0,4,2,2,1,坡道平面,2018/11/21,121.54749,24.999226,4178
文山區,26,70.54,49.70943962,3,4,0,3,2,2,0,無,2018/12/6,121.554503,25.000996,960
文山區,91.87,215.33,20.27146348,11,13,0,4,2,2,1,坡道機械,2018/11/22,121.570588,24.992042,2820
文山區,5.43,60.09,23.3680363,4,16,1,1,1,1,1,無,2018/12/14,121.541968,24.988412,1100
信義區,1.49,16.15,24.20309794,7,24,0,4,2,2,1,無,2018/12/19,121.573942,25.029909,300
松山區,26.76,126.93,26.77946844,1,7,0,3,2,2,1,其他,2018/12/19,121.562093,25.054995,2100
信義區,6.49,72.93,24.12369864,15,24,0,4,2,2,1,無,2018/11/20,121.573942,25.029909,1800
信義區,36.6,266.15,19.46925673,3,18,0,3,2,2,1,坡道平面,2018/12/9,121.57212,25.034589,6660
信義區,41.27,106.32,28.58922497,5,5,0,3,2,2,0,無,2018/11/25,121.560435,25.026052,1543
大安區,26.71,132.16,35.61469435,6,6,0,3,2,2,1,無,2018/11/24,121.530778,25.019617,3200
大安區,12.68,53.66,47.83671123,6,6,0,2,1,1,1,無,2018/11/19,121.541781,25.027643,1450
文山區,50.12,113.35,23.94847259,7,10,0,2,2,1,1,坡道平面,2018/10/13,121.560796,25.0093,1410
松山區,28.47,150.84,38.85637624,4,7,0,4,2,2,1,無,2018/11/23,121.548334,25.059985,3380
大安區,14.01,182.02,2.406620259,13,25,0,4,2,1,1,坡道平面,2018/12/17,121.532557,25.016748,5364
松山區,5.82,30.41,31.74055593,3,7,0,0,1,1,1,無,2018/11/14,121.547801,25.053425,628
信義區,9.84,93.08,34.25669247,9,12,1,2,2,1,1,無,2018/8/9,121.559684,25.033622,1860
文山區,10.67,88.58,10.33286104,12,12,0,2,1,1,1,升降機械,2018/10/18,121.539761,25.000519,1492
大安區,61.4,529.31,2.171160257,7,27,0,4,2,4,1,坡道平面,2018/12/7,121.547822,25.020952,17308
大安區,17.86,59.56,37.88441926,2,5,0,4,2,2,0,無,2018/10/31,121.527676,25.02212,686
松山區,56.68,211.14,9.656598014,8,11,0,4,2,2,1,坡道平面,2018/11/15,121.560148,25.055038,3910
文山區,44.29,287.22,4.20816307,1,9,0,2,2,2,1,坡道平面,2018/10/30,121.555252,24.977333,4500
文山區,47.02,312.53,4.20816307,4,9,0,3,2,2,1,坡道平面,2018/10/30,121.555252,24.977333,4000
文山區,6.52,41.91,21.13664209,10,10,1,1,1,1,1,無,2018/12/13,121.537165,25.009982,900
松山區,4.4,43.57,29.44071405,8,12,0,2,1,1,1,無,2018/11/29,121.570725,25.051686,898
松山區,20.01,44.67,47.89968309,1,4,0,2,1,1,0,無,2018/12/5,121.565271,25.065799,850
松山區,45.39,154.09,30.62348987,13,17,0,4,2,2,1,無,2018/12/3,121.554343,25.059059,3820
松山區,33.5,89.7,48.84699891,1,4,0,3,2,1,0,無,2018/12/3,121.55967,25.046676,1500
松山區,22.78,122.09,36.70438134,7,7,0,4,2,2,1,無,2018/11/10,121.561211,25.061485,3581
松山區,33.49,92.4,43.8010363,3,4,0,3,2,2,0,無,2018/12/9,121.567452,25.05411,1453
信義區,5.63,40.06,13.48419201,4,11,1,1,1,1,1,無,2018/11/24,121.582085,25.043807,1102
大安區,8.55,30.79,11.54027803,2,5,0,0,1,1,1,無,2018/12/7,121.524693,25.024968,830
文山區,25.17,115.02,23.62539956,4,14,0,3,2,2,1,無,2018/11/25,121.550078,24.998367,1540
信義區,28.14,109.18,33.4873406,5,5,0,5,3,3,0,無,2018/11/11,121.574701,25.047013,1680
信義區,7.81,99.52,8.2055073,10,15,0,2,2,1,1,無,2018/11/15,121.553045,25.024443,2430
大安區,23.5,112.46,35.08354039,7,7,0,2,2,2,1,無,2018/10/7,121.525318,25.02991,3106
大安區,11.12,116.07,35.25055271,10,14,0,3,2,2,1,無,2018/11/15,121.550505,25.033594,3000
信義區,26.81,90.51,41.20276255,4,4,0,3,1,1,0,無,2018/10/2,121.58135,25.042498,1000
松山區,32.38,193.79,33.28473548,4,7,0,4,2,2,1,無,2018/11/29,121.546342,25.060326,4600
文山區,40.1,75.68,22.17978466,16,17,0,2,2,1,1,無,2018/11/30,121.561314,24.992735,855
大安區,14.64,106.54,-1.065045826,6,10,0,1,1,1,1,坡道平面,2017/3/9,121.530441,25.02558,2441
大安區,30.87,203.6,-1.065045826,6,10,0,3,2,2,1,坡道平面,2017/3/9,121.530441,25.02558,5894
大安區,49.54,172.57,48.69641403,5,7,0,4,2,2,1,無,2018/12/13,121.552818,25.043543,4250
松山區,29.24,129.07,38.81530764,3,7,0,4,2,2,1,無,2018/12/6,121.561402,25.059649,2990
松山區,38.31,180.73,21.34198512,1,15,0,3,2,2,1,無,2018/12/8,121.568569,25.054281,3300
信義區,7.77,47.83,9.46768243,11,19,0,1,1,1,1,無,2018/12/20,121.574147,25.032986,1210
松山區,1.91,21.62,34.97676201,11,16,0,1,1,1,1,無,2018/12/20,121.56806,25.059078,140
松山區,30.95,254.55,32.38943989,10,14,0,3,2,2,1,坡道平面,2018/11/13,121.548483,25.045582,6988
文山區,33.4,166.99,10.46154267,7,15,0,3,2,2,1,坡道平面,2018/12/9,121.56176,24.996766,2550
文山區,15.48,108.25,25.28457121,9,12,0,3,2,2,1,無,2018/11/25,121.540986,24.998308,1898
文山區,23.44,126.63,5.733177273,5,10,0,2,2,1,1,坡道平面,2018/12/18,121.57576,24.988061,1800
文山區,22.67,67.75,39.52442555,3,5,0,3,2,1,0,無,2018/11/22,121.562597,24.982357,560
文山區,37.74,107.03,29.06562079,5,5,0,3,2,2,0,無,2018/11/26,121.536469,24.995304,1700
文山區,156.75,245.14,0.755662334,3,5,0,4,2,2,1,坡道平面,2018/12/3,121.568378,24.99273,4138
文山區,156.75,242.33,0.774827683,3,5,0,4,2,2,1,坡道平面,2018/12/10,121.568378,24.99273,4086
文山區,52.72,233.14,2.193063513,9,10,0,4,2,2,1,坡道平面,2018/12/28,121.554613,24.995121,3720
文山區,9.83,59.35,2.354600026,2,8,0,1,2,1,1,無,2018/12/24,121.543741,25.004745,1300
文山區,10.56,148.48,3.559279109,4,33,0,2,2,1,1,坡道平面,2018/11/17,121.541019,24.988433,2550
文山區,21.68,135.03,4.739317029,4,7,0,2,2,1,1,坡道平面,2018/12/9,121.554613,24.995121,1588
文山區,40.36,116.93,30.50302196,2,5,0,3,2,2,0,無,2018/11/17,121.53751,24.999656,1780
松山區,15.69,142.97,30.40445731,9,18,0,3,2,2,1,無,2018/11/26,121.552902,25.050851,3750
松山區,4.24,43.35,10.83937384,13,14,0,1,1,1,1,無,2018/12/8,121.579786,25.051573,885
松山區,39.78,180.88,21.04902907,2,13,0,3,2,2,1,無,2018/8/15,121.556202,25.053457,3280
信義區,17.68,100.29,21.18592442,9,12,0,3,2,2,1,無,2018/12/3,121.574147,25.032986,2300
松山區,11.86,59.78,17.00514042,2,5,0,1,1,1,1,塔式車位,2018/12/9,121.563776,25.049644,958
信義區,10.55,68.39,34.45929759,4,15,1,2,2,1,1,無,2018/11/23,121.58089,25.032686,1000
大安區,28.5,90.48,49.46302799,3,4,0,1,0,1,0,無,2018/11/18,121.535082,25.039776,2000
大安區,6.96,28.62,11.58408455,2,5,0,1,0,1,0,無,2018/12/7,121.526678,25.024281,711
大安區,29.5,154.13,9.593626152,7,10,0,2,2,1,1,塔式車位,2018/12/8,121.551069,25.027432,4100
大安區,30.42,89.24,32.18409687,3,5,0,3,2,1,0,無,2018/12/2,121.530024,25.024951,1900
文山區,35.14,189.38,21.40221907,7,16,0,4,2,2,1,坡道平面,2018/11/11,121.569674,25.003557,2035
信義區,26.74,189.04,26.56591169,7,15,0,4,2,2,1,坡道平面,2018/11/30,121.57212,25.034589,4530
大安區,29.77,485.3,3.896041671,5,38,0,0,1,0,1,坡道平面,2018/11/16,121.534206,25.025939,15660
信義區,34.58,132.78,33.37508642,4,5,0,4,2,2,0,無,2018/12/2,121.571589,25.022929,1700
文山區,62.76,123.22,36.78651855,3,5,0,3,2,2,0,無,2018/12/9,121.561044,24.995349,1200
文山區,14.52,166.5,6.028871229,15,18,0,3,2,2,1,坡道機械,2018/11/23,121.540549,24.989954,3320
大安區,23.21,114.42,35.29162132,6,7,0,3,2,2,1,無,2018/11/23,121.551744,25.018075,2100
大安區,30.26,122.69,10.35750221,7,8,0,2,2,1,1,升降機械,2018/12/9,121.552498,25.021184,2650
大安區,18.67,133.66,35.22043574,12,14,0,3,2,2,1,無,2018/12/9,121.532601,25.022268,3110
大安區,45.48,266.87,6.524432398,5,13,0,4,2,2,1,升降機械,2018/12/1,121.554195,25.018961,5630
信義區,24.19,130.27,38.51961368,5,7,0,3,2,2,1,無,2018/11/1,121.577617,25.042155,2400
信義區,28.71,105.11,32.26623408,4,5,0,3,1,2,0,無,2018/12/5,121.563604,25.023326,1200
信義區,23.5,62.03,50.0133473,4,4,0,4,0,4,0,無,2018/11/25,121.554182,25.023273,1030
信義區,9.1,45.09,10.79556733,4,14,0,2,1,1,1,無,2018/11/22,121.563942,25.011589,1000
信義區,35.97,113.6,30.13340452,3,5,0,4,2,2,0,無,2018/11/11,121.5676,25.023128,1590
信義區,19.28,89.19,37.17256343,3,7,0,4,2,2,1,無,2018/11/2,121.578813,25.048264,1538
信義區,23.5,189.87,10.88591826,5,27,0,3,2,3,1,坡道平面,2018/11/16,121.574147,25.032986,5870
信義區,22.78,167.39,10.88591826,13,27,0,3,2,3,1,坡道機械,2018/11/16,121.574147,25.032986,6078
文山區,31.75,117.31,2.346386305,7,7,0,1,1,1,1,塔式車位,2018/12/10,121.561428,24.99696,1620
文山區,18.39,227.2,4.48195377,10,26,0,4,2,2,1,坡道平面,2018/12/2,121.571057,24.990801,2965
文山區,29.28,132.33,8.221934742,4,7,0,3,2,2,1,坡道機械,2018/11/15,121.587807,24.97631,1700
文山區,32.7,169.05,4.624324935,5,11,0,3,1,2,1,坡道平面,2018/12/27,121.614872,24.970723,2238
文山區,26,77.4,49.43838683,3,4,0,3,2,1,0,無,2018/12/8,121.554503,25.000996,985
信義區,13.92,74.67,0.714593729,2,8,0,0,0,0,1,升降機械,2018/12/14,121.570756,25.044734,1780
松山區,3.76,45.74,28.80551962,4,19,1,1,1,1,1,無,2018/12/7,121.570725,25.051686,1040
信義區,28.36,109.08,31.88018919,2,5,0,3,2,2,0,無,2018/12/10,121.565983,25.024809,1650
松山區,7.26,66.45,1.190989548,11,12,1,1,1,1,1,無,2018/11/30,121.570725,25.051686,1800
信義區,31.38,189.9,29.48452056,2,7,0,5,5,5,1,無,2018/12/18,121.579173,25.047947,3280
松山區,12.89,48.31,0.752924427,1,5,0,2,1,1,1,無,2018/12/2,121.563776,25.049644,1698
松山區,40.7,169.09,24.47141283,7,11,0,4,2,2,1,無,2018/12/18,121.546915,25.063224,3010
信義區,25.3,92.79,39.91594625,4,5,0,3,2,1,0,無,2018/11/17,121.570297,25.041599,1586
松山區,6.09,73.59,28.82742288,7,19,1,2,1,1,1,無,2018/12/15,121.570725,25.051686,1610
大安區,6.27,74.86,1.563344901,11,14,0,2,1,1,1,無,2018/12/7,121.557233,25.029534,2330
大安區,25.33,129.25,33.45996153,12,17,0,3,2,2,1,無,2018/11/6,121.544469,25.027052,2768
大安區,51.17,206.32,37.71466902,1,5,0,3,2,1,0,無,2018/11/22,121.55372,25.026629,2750
大安區,25.33,129.38,33.52840921,8,19,0,3,2,2,1,無,2018/12/1,121.545053,25.027508,2580
大安區,21.86,107.56,41.0658672,3,7,0,3,2,1,1,無,2018/11/26,121.55273,25.04025,2750
文山區,27.32,114.63,21.74993326,1,12,0,3,2,2,1,無,2018/12/17,121.579162,24.985144,1550
松山區,5.49,22.75,22.57951909,9,10,0,1,0,1,1,無,2018/12/15,121.554257,25.045038,590
松山區,22.99,116.29,33.4490099,3,7,0,3,2,1,1,無,2018/12/1,121.552924,25.052928,2490
大安區,40.25,196.74,15.10229505,7,7,0,4,2,2,1,升降平面,2018/11/23,121.554596,25.018896,3350
大安區,48.5,122.91,47.45614215,1,4,0,3,2,2,0,無,2018/12/1,121.533643,25.03967,4850
大安區,4.73,45.21,13.06255433,3,12,1,1,1,1,1,無,2018/12/4,121.548857,25.020734,1500
大安區,61.4,529.31,1.993196301,3,27,0,4,2,4,1,坡道平面,2018/10/3,121.547822,25.020952,16945
松山區,27.15,206.97,29.33119777,6,7,0,3,2,2,1,坡道平面,2018/12/9,121.561057,25.05095,4000
文山區,72.57,138.05,31.45855151,2,4,0,3,2,2,0,無,2018/12/7,121.571653,25.000442,1420
文山區,30.46,99.12,38.39640787,1,5,0,3,2,2,0,無,2018/12/10,121.553952,25.001787,1700
文山區,45.19,312.88,5.240354011,7,15,0,4,2,2,1,坡道平面,2018/12/7,121.554186,24.97989,3850
文山區,37.87,59.45,15.0831297,3,14,0,1,1,1,1,無,2018/10/22,121.56168,25.008686,861
文山區,12.52,64.05,11.7593106,8,8,0,1,1,1,1,無,2018/10/23,121.542872,24.997928,1170
文山區,6.39,30.39,10.60938965,3,10,0,1,1,1,1,無,2019/1/1,121.559068,24.991503,635
文山區,46.49,96,36.79199436,2,5,0,3,2,2,0,無,2018/12/11,121.561044,24.995349,970
文山區,60.43,118.43,36.81663552,3,5,0,5,0,5,0,無,2018/12/20,121.559068,24.991503,1339
文山區,21.05,117.31,12.21927897,5,10,0,3,2,2,1,無,2018/11/25,121.550312,24.98608,1750
文山區,36.88,173.61,7.219860777,7,11,0,4,2,2,1,塔式車位,2018/12/17,121.558052,24.989322,2750
松山區,34.25,104.18,45.7148333,2,4,0,3,2,2,0,無,2018/11/17,121.567442,25.058385,1798
松山區,56.19,167.86,32.06362896,5,7,0,4,2,2,1,坡道平面,2018/11/8,121.553653,25.056768,1800
信義區,7.67,52,13.17754642,2,11,1,1,1,2,1,無,2018/12/10,121.582085,25.043807,1700
信義區,21.5,119.03,31.58997105,3,7,0,3,2,2,1,無,2018/12/16,121.568136,25.026506,2550
信義區,15.01,103.03,35.57910156,10,12,0,2,2,2,1,無,2018/11/23,121.563942,25.011589,1500
大安區,26.98,196.41,5.566164945,4,7,0,3,2,2,1,升降機械,2018/9/30,121.55551,25.034009,5088
文山區,26.88,81.08,35.99526342,5,5,0,3,1,1,0,無,2018/12/18,121.538259,25.001681,1190
文山區,53.07,193.1,9.035093123,5,14,0,4,2,2,1,坡道平面,2018/12/23,121.538237,25.000705,3418
松山區,30,89.37,41.21097627,1,4,0,1,3,1,0,無,2018/11/24,121.557959,25.059429,2638
文山區,3.11,31.86,11.08030966,11,12,1,1,0,1,1,無,2018/11/15,121.537165,25.009982,683
大安區,11.91,42.99,18.97917137,2,9,0,1,1,1,1,無,2018/12/14,121.545409,25.044191,1255
大安區,21.77,169.29,18.43706579,6,14,0,3,2,2,1,坡道平面,2018/12/3,121.553098,25.022058,3820
大安區,5.78,14.73,47.0071254,3,4,0,2,2,1,0,無,2018/12/27,121.554666,25.031468,200
大安區,3.62,19.25,9.859203132,5,13,0,1,1,1,1,無,2018/12/23,121.555812,25.034939,650
大安區,12.79,40.62,18.74918718,3,6,0,1,1,1,1,無,2018/12/28,121.538974,25.025912,1100
