行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,經度,緯度,總價
文山區,12.72,120.44,11.81406874,8,13,0,2,2,1,1,坡道平面,2019/7/7,121.554929,24.986662,1620
文山區,41.45,174.34,37.18077715,2,5,0,4,2,2,0,無,2019/8/1,121.57038,25.00035,1750
文山區,42,96.77,34.96033457,9,12,0,3,2,1,1,無,2018/7/13,121.571086,24.991685,1238
文山區,11.53,82.21,10.19048988,2,7,0,2,1,1,1,塔式車位,2019/7/22,121.562835,24.995292,1230
文山區,24.12,92.4,34.87545946,5,5,0,2,2,1,0,無,2019/7/16,121.576639,24.989212,858
文山區,22.09,186.36,17.94150462,13,14,1,3,2,2,1,坡道機械,2019/7/12,121.558452,24.993201,2500
文山區,15.64,129.97,20.81904488,11,13,1,3,2,2,1,坡道平面,2019/8/1,121.564736,24.983321,1368
文山區,27.53,145.49,3.493569341,2,12,0,2,2,1,1,坡道平面,2019/7/28,121.577709,25.050886,1470
松山區,9.8,106.32,33.0164206,8,12,0,3,2,2,1,無,2019/7/21,121.580975,25.043951,1750
信義區,22.67,179.55,0.870654428,6,16,0,3,2,2,1,坡道平面,2019/7/8,121.561127,25.031009,4490
信義區,35.07,177.69,21.24889628,5,12,0,3,2,2,1,坡道平面,2019/7/29,121.565942,25.059101,3306
松山區,15.75,169.63,35.88027133,3,16,1,3,1,1,1,無,2019/8/2,121.581321,25.022857,3350
信義區,18.56,90.1,33.59959479,5,5,0,3,2,1,0,無,2019/7/20,121.548874,25.048208,1250
松山區,36.61,298.99,33.08760618,12,14,0,4,2,3,1,坡道平面,2019/7/26,121.546869,25.048217,8500
松山區,5.2,70.58,12.87911456,9,13,1,2,1,1,1,坡道機械,2019/7/10,121.569132,25.053487,1888
松山區,21.31,113.27,37.28481762,3,7,0,3,2,2,1,無,2019/7/28,121.562957,25.053664,2000
松山區,56.25,156.19,52.57876616,3,4,0,3,2,2,0,無,2019/4/9,121.552782,25.060362,2480
松山區,29.29,79.38,49.42469729,4,4,0,1,1,1,0,無,2019/8/2,121.553143,25.030372,1888
大安區,9.18,46.23,39.03160229,4,7,0,3,2,2,1,無,2019/8/14,121.547,25.026683,580
大安區,17.73,92.09,34.14170038,12,19,0,2,2,1,1,無,2019/7/13,121.526353,25.022304,1950
大安區,15.37,196.92,3.077407476,4,25,0,4,2,2,1,坡道平面,2019/8/19,121.548131,25.020583,5200
大安區,61.4,529.31,2.696838402,12,27,0,4,2,4,1,坡道平面,2019/6/17,121.525927,25.026778,18060
大安區,4.52,46.98,0.596863728,3,14,0,1,1,1,1,無,2019/7/30,121.525927,25.026778,1563
大安區,4.52,46.98,0.596863728,13,14,0,1,1,1,1,無,2019/7/30,121.568548,24.993169,1705
文山區,149.94,227.34,1.39085676,3,5,0,4,2,2,1,坡道平面,2019/7/23,121.564754,24.984622,3320
文山區,49.35,250.23,9.683977084,2,13,0,3,2,2,1,坡道平面,2019/7/21,121.539868,24.999671,3440
文山區,5.65,51.01,10.77092617,6,12,0,1,0,1,1,無,2019/8/7,121.563171,25.030065,1058
信義區,30.06,114.33,34.05134945,5,5,0,4,3,3,0,無,2019/7/22,121.544053,25.05456,2730
松山區,30.19,159.97,33.37234851,4,7,0,4,2,2,1,無,2019/4/13,121.542898,25.040226,3700
大安區,38.7,101.82,36.32381226,5,5,0,3,2,1,0,無,2019/7/28,121.557422,25.018075,2030
大安區,23.09,86.27,36.49082459,2,5,0,3,2,2,0,無,2019/7/23,121.544291,25.066447,1400
松山區,16.85,103.95,34.04039782,13,14,1,5,2,2,1,無,2019/6/6,121.57129,25.04276,2286
信義區,21,97.66,12.6217513,2,10,0,2,2,2,1,無,2019/7/16,121.524311,25.035459,2120
大安區,33.63,149.2,0.197129305,3,7,0,3,2,2,1,其他,2019/7/11,121.555424,25.020677,4530
大安區,22.74,129.2,38.20201647,7,7,0,7,0,2,1,無,2019/6/23,121.551881,25.032493,2560
大安區,20,112.53,38.89470694,7,7,0,3,2,2,1,無,2019/6/17,121.546104,25.056989,3060
松山區,30.83,110.76,33.42163083,4,5,0,3,2,2,0,無,2019/6/30,121.575994,25.048437,1909
信義區,4.9,39.59,22.83962025,6,10,1,1,1,1,1,無,2019/7/29,121.565267,25.04944,885
松山區,27.88,129.18,38.08702437,2,7,0,3,2,2,1,無,2019/7/22,121.567122,25.045724,2580
信義區,5.25,287.37,13.53347434,12,13,0,4,2,2,1,無,2019/8/9,121.565942,25.059101,6699
松山區,19.44,222.85,36.43880436,4,15,1,4,2,2,1,坡道平面,2019/7/8,121.565531,25.039117,3800
信義區,101.03,407.74,22.58773281,4,17,0,4,2,5,1,坡道平面,2019/7/26,121.553542,25.045279,13780
松山區,41.8,207.07,41.3807265,4,7,0,6,1,6,1,無,2019/8/16,121.565154,25.028159,4300
信義區,17.82,169.87,30.10328754,8,9,1,3,2,2,1,坡道平面,2019/8/4,121.576807,25.041428,3250
信義區,29.98,122.36,30.23744499,1,5,0,3,2,2,0,無,2019/7/24,121.563814,24.981793,3230
文山區,29.8,205.96,11.7237178,16,21,0,3,2,2,1,坡道平面,2019/7/22,121.575869,24.989014,3458
文山區,8.93,36.59,10.23155849,2,7,0,1,0,1,1,無,2019/8/11,121.571086,24.991685,725
文山區,16.63,260.26,2.19580142,20,29,1,4,2,2,1,坡道平面,2019/7/22,121.54692,24.992817,4000
文山區,28.81,93.02,36.98912366,2,5,0,3,2,2,0,無,2019/7/22,121.563814,24.981793,1200
文山區,50.3,430.16,4.709200052,2,14,0,3,2,2,1,坡道平面,2019/7/15,121.580271,24.982205,6000
文山區,25.82,116,9.018665681,6,11,0,2,2,1,1,坡道機械,2019/8/5,121.550167,25.006906,1318
文山區,15.77,70.15,9.700404526,9,13,0,2,1,1,1,無,2019/8/15,121.552303,24.987774,1040
文山區,30.78,202.69,0.145109071,11,14,0,3,2,2,1,坡道平面,2019/6/30,121.559412,25.009162,3050
文山區,18.93,48.57,24.04156143,5,18,0,1,1,1,1,無,2019/8/16,121.574082,25.037729,700
信義區,74.67,242.08,19.88268068,11,11,0,4,2,2,1,坡道平面,2019/7/28,121.569077,25.05844,6850
松山區,6.55,66.74,37.60789065,2,12,1,2,1,1,1,無,2019/8/5,121.568204,25.044427,1150
信義區,5.49,48.3,17.56641136,9,14,1,1,1,1,1,無,2019/7/30,121.54392,25.047548,1198
松山區,1.7,15.69,22.63975304,3,10,1,1,1,1,1,無,2019/4/15,121.565589,25.050186,320
松山區,21.15,107.34,33.30663874,3,7,0,3,2,2,1,無,2019/7/29,121.577709,25.050886,2450
松山區,18.06,113.95,30.82609499,10,12,0,2,2,1,1,無,2019/6/14,121.565942,25.059101,900
松山區,6.32,73.32,36.47439715,15,15,0,2,2,1,1,無,2019/7/21,121.54598,25.033252,1360
大安區,20.65,156.49,33.04379967,7,12,1,4,2,2,1,無,2019/7/30,121.557843,25.048199,3692
大安區,19.74,104.97,9.486847779,13,13,0,2,1,2,1,升降機械,2019/6/24,121.55261,25.028898,3860
大安區,15.6,62.02,36.67974017,5,5,0,1,2,1,0,無,2019/7/22,121.545759,25.044518,1380
大安區,5.33,25.82,38.88101741,6,7,0,1,1,1,1,無,2019/7/23,121.532858,25.0423,760
大安區,20.04,110.59,32.20052431,14,14,0,3,2,2,1,無,2019/7/5,121.532858,25.0423,2508
大安區,20.04,110.46,32.20052431,10,14,0,3,2,2,1,無,2019/7/5,121.532858,25.0423,2506
大安區,22.58,125.9,32.20052431,12,14,0,3,2,2,1,無,2019/7/5,121.557843,25.048199,2856
大安區,10.05,113.76,6.746202865,12,14,0,2,2,1,1,塔式車位,2019/8/20,121.548672,24.987797,3250
文山區,28.56,170.03,5.467600293,8,11,0,3,2,2,1,塔式車位,2019/5/5,121.544491,24.998448,2580
文山區,2.35,27.28,9.752424759,10,15,0,1,1,1,1,無,2019/7/30,121.55813,25.006132,480
文山區,49.02,162.07,23.9128798,7,12,0,3,2,1,1,坡道平面,2019/7/29,121.574568,25.033567,1480
信義區,45.55,336.35,11.55396757,6,27,0,6,2,2,1,坡道平面,2019/7/18,121.55957,25.032998,10850
信義區,8.9,138.23,8.90093568,8,15,0,1,1,1,1,坡道平面,2019/7/27,121.52477,25.02535,2700
大安區,7.08,30.92,12.99410666,4,8,0,1,1,1,1,無,2019/7/2,121.55957,25.032998,950
大安區,3.13,36.43,10.55463151,10,14,0,1,1,1,1,無,2019/7/31,121.526353,25.022304,1023
大安區,14.01,182.02,3.077407476,10,25,0,4,2,2,1,坡道平面,2019/8/19,121.524246,25.026579,4882
大安區,9.9,46.96,11.29934222,1,7,1,2,1,1,1,無,2019/8/2,121.542806,25.042146,1520
大安區,25.33,112.89,46.81820982,5,6,0,3,2,2,1,無,2019/7/14,121.559865,25.017095,3090
大安區,19.38,124.04,17.06811228,4,14,0,2,2,1,1,坡道平面,2019/7/29,121.5282,25.024422,2250
大安區,5.53,23.16,11.85787525,2,6,0,1,1,1,1,無,2019/7/23,121.5479,25.028072,660
大安區,6.7,35.67,10.49987337,8,8,0,2,1,1,1,無,2019/7/17,121.570904,24.992493,1006
文山區,68.9,177.42,20.80261744,6,17,0,3,2,2,1,坡道平面,2019/6/4,121.55379,24.987972,2150
文山區,41.56,183.09,11.6059878,3,13,0,3,2,2,1,坡道機械,2019/8/6,121.545968,24.999095,2466
文山區,21.61,155.18,5.651040062,5,13,0,3,2,2,1,坡道平面,2019/4/7,121.538532,25.004482,2580
文山區,33.84,170.13,29.63236754,7,10,0,3,2,2,1,坡道平面,2019/6/25,121.55294,25.002457,2730
文山區,12.37,49.31,24.79174795,6,13,0,1,1,1,1,無,2019/8/3,121.555095,25.032685,780
大安區,13.7,142.79,33.7200627,11,15,0,3,2,2,1,無,2019/7/28,121.581321,25.022857,3600
信義區,22.6,97.33,37.55587041,5,5,0,3,2,2,0,無,2019/7/21,121.55957,25.032998,1398
信義區,11.47,169.62,8.889984052,5,15,0,2,2,1,1,坡道平面,2019/7/23,121.56728,25.054305,3476
松山區,7.37,73.21,29.383218,10,11,0,2,2,2,1,無,2019/7/19,121.565933,25.06319,1210
松山區,4.47,25.3,37.12875692,4,7,0,2,1,1,1,無,2019/8/16,121.564376,24.988567,528
文山區,41.31,152.86,18.78477997,4,6,0,3,1,2,1,升降機械,2019/7/21,121.548171,24.990987,1958
文山區,75.26,129.74,37.59420111,3,4,0,6,0,6,0,無,2019/8/4,121.565014,25.000315,1290
文山區,33.81,129.76,25.03268376,3,5,0,3,2,2,0,無,2019/7/17,121.558921,24.991131,1410
文山區,26.05,78.78,36.59760296,2,5,0,2,2,1,0,無,2019/7/20,121.548286,24.995072,900
文山區,25.23,92.77,35.92133993,5,5,0,2,2,1,0,無,2019/8/4,121.568548,24.993169,930
文山區,149.94,227.45,1.366215596,4,5,0,4,2,2,1,坡道平面,2019/7/14,121.572665,24.999678,3500
文山區,27,46.02,35.89396086,6,7,0,1,1,1,1,無,2019/6/19,121.558921,24.991131,608
文山區,21.88,171.24,2.510660725,4,15,0,3,2,2,1,升降機械,2019/7/18,121.538744,25.004389,2650
文山區,10.65,77.09,11.95370199,4,17,0,1,1,1,1,坡道機械,2019/7/13,121.573757,24.99349,1190
文山區,31.98,191.86,6.702396353,2,10,0,3,2,2,1,塔式車位,2019/7/28,121.564429,24.991365,2520
文山區,73.51,128.37,22.83414444,10,17,0,3,2,2,1,坡道機械,2019/7/27,121.55379,24.987972,1480
文山區,14.62,79.74,10.7052164,4,7,0,2,1,1,1,坡道機械,2019/8/10,121.555352,25.056607,1025
松山區,84.25,107.16,45.76411562,1,4,0,4,2,2,0,無,2019/8/27,121.559382,25.032693,3310
信義區,12.69,87.02,28.14842194,2,7,0,3,1,1,1,無,2019/8/4,121.580975,25.043951,1608
信義區,11.67,76.74,0.94184001,14,16,0,2,1,1,1,無,2019/8/3,121.580975,25.043951,2478
信義區,18.44,154.13,0.94184001,14,16,0,3,2,2,1,坡道平面,2019/8/3,121.557843,25.048199,4022
松山區,43.51,314.05,6.885836123,7,13,0,4,2,3,1,坡道平面,2019/8/1,121.548085,25.04612,6800
松山區,43.75,116.66,47.27544029,4,4,0,2,2,2,0,無,2019/7/16,121.525909,25.028455,2408
大安區,32.16,111.06,37.36421692,5,5,0,2,2,1,0,無,2019/7/10,121.529273,25.023806,2182
大安區,6.05,22.7,12.60258595,6,7,0,1,1,1,1,無,2019/7/22,121.526353,25.022304,683
大安區,15.37,196.92,3.039076778,6,25,0,4,2,2,1,坡道平面,2019/8/5,121.55957,25.032998,5295
大安區,3.01,48.61,10.52999035,6,14,0,1,1,1,1,其他,2019/7/22,121.526353,25.022304,1060
大安區,14.01,182.02,3.08288329,4,25,0,4,2,2,1,坡道平面,2019/8/21,121.554785,25.024989,4551
信義區,32.97,136.33,32.24980664,3,5,0,4,2,2,0,無,2019/8/21,121.542145,24.988879,2300
文山區,7.2,63.24,13.25968363,9,13,0,1,1,1,1,無,2019/7/29,121.544491,24.998448,1100
文山區,3.18,37.1,9.774328015,15,15,0,1,1,1,1,無,2019/8/7,121.566939,24.99907,601
文山區,41.92,188.41,28.49339822,2,5,0,4,2,2,1,坡道平面,2019/7/28,121.534092,25.037062,1928
大安區,44,154.54,42.44577233,2,5,0,6,1,6,0,無,2019/7/17,121.524311,25.035459,3388
大安區,17.32,262.94,1.442876993,7,20,0,3,2,2,1,坡道平面,2019/8/14,121.55489,25.060321,7800
松山區,37.75,130.33,31.28058755,9,17,0,3,2,2,1,無,2019/7/31,121.565382,25.031941,3620
信義區,142.21,682.28,27.7432117,6,14,0,4,3,4,1,坡道平面,2019/6/19,121.581199,25.043212,18500
信義區,17.8,117.15,14.85314551,2,11,1,3,2,1,1,坡道機械,2019/8/8,121.55489,25.060321,3840
松山區,45.39,188.51,31.22582941,9,17,0,4,2,2,1,坡道平面,2019/7/11,121.567499,25.063156,3200
松山區,36.25,100.86,47.50816239,2,4,0,2,1,1,0,無,2019/7/4,121.55957,25.032998,1600
信義區,7.35,108.12,4.766696099,8,15,0,2,1,1,1,塔式車位,2019/8/5,121.537294,24.998143,2738
文山區,28.5,82.04,51.16600615,3,4,0,2,2,1,0,無,2019/8/3,121.564429,24.991365,980
文山區,39.11,91.06,36.6112925,3,4,0,3,2,1,0,無,2019/7/31,121.552303,24.987774,940
文山區,22.22,132.29,11.19256384,11,14,0,1,1,1,1,坡道平面,2019/7/31,121.555629,25.00285,1400
文山區,25.23,95.31,36.73449831,1,5,0,13,1,13,0,無,2019/7/15,121.570664,24.987736,1250
文山區,13.59,88.24,23.76229491,8,14,0,1,2,1,1,坡道平面,2019/7/29,121.542145,24.988879,960
文山區,9.32,71.45,21.26532372,9,10,0,2,2,2,1,無,2019/7/27,121.581199,25.043212,1440
信義區,12.63,73.74,13.76619643,11,11,1,1,1,1,1,無,2019/7/13,121.561488,25.037549,2900
信義區,15.73,190.71,8.972121262,2,14,0,3,2,2,1,無,2019/7/27,121.554463,25.041393,5855
大安區,10.27,51.17,33.10677153,4,7,0,2,1,1,1,無,2019/6/30,121.532858,25.0423,1420
大安區,4.36,56.48,11.44171338,10,13,0,1,1,1,1,無,2019/8/26,121.546687,25.024631,1668
大安區,10.48,119.7,35.713259,3,12,1,3,2,2,1,無,2019/7/26,121.546687,25.024631,2200
大安區,10.48,119.7,35.72147272,2,12,1,3,2,2,1,無,2019/7/29,121.555776,25.02398,2200
信義區,12.22,112.79,36.05275947,4,12,0,3,2,2,1,無,2019/7/31,121.56765,25.065399,2200
松山區,32.62,80.9,45.2466512,1,4,0,3,2,2,0,無,2019/7/31,121.565382,25.031941,1470
信義區,6.13,49.24,11.58956036,5,19,0,1,1,1,1,無,2019/7/28,121.54692,24.992817,2308
文山區,22.58,74.79,38.97410624,3,5,0,3,2,1,0,無,2019/8/6,121.559412,25.009162,950
文山區,65.06,186.49,24.04703724,9,18,0,4,2,2,1,坡道平面,2019/8/18,121.54598,25.033252,2435
大安區,10.96,47.96,48.4500024,5,6,0,3,1,1,0,無,2019/8/12,121.580714,25.041445,900
信義區,15.88,45.18,47.27270238,3,4,0,3,2,1,0,無,2019/4/8,121.566201,25.025538,650
信義區,27.8,109.27,36.75092575,2,5,0,3,1,1,0,無,2019/8/2,121.552614,25.051646,1500
松山區,24.88,355.79,8.805108934,3,15,0,4,2,3,1,坡道平面,2019/6/21,121.577809,25.04803,8150
信義區,13.51,87.97,35.16020178,8,15,1,3,2,1,1,無,2019/8/6,121.566027,25.026088,1358
信義區,27.95,92.08,41.51488395,3,5,0,3,2,1,0,無,2019/7/27,121.566812,24.982053,1108
文山區,45.04,134.33,29.40512126,5,5,0,3,2,2,0,無,2019/8/21,121.576052,24.988665,1600
文山區,39.7,202.18,0.48460954,2,10,0,3,2,2,1,坡道平面,2019/7/20,121.554543,25.000784,3068
文山區,43.63,110.18,34.07051479,5,5,0,3,2,2,0,無,2019/8/4,121.548689,25.004695,1080
文山區,23.28,75.02,19.18999021,6,6,0,2,2,1,1,無,2019/8/7,121.555448,25.055571,928
松山區,24.51,120.94,17.37749577,7,13,0,2,2,1,1,無,2019/7/23,121.557843,25.048199,2330
松山區,9.48,95.76,32.98082781,5,12,0,3,2,2,1,無,2019/7/28,121.564369,25.022549,1872
信義區,29.84,122.94,34.51953154,4,5,0,3,2,2,0,無,2019/8/11,121.565404,25.051358,1520
松山區,11.9,133.04,32.03624989,4,16,1,2,0,1,1,無,2019/6/8,121.56221,25.055541,2700
松山區,18.08,95.93,26.33045169,1,12,0,3,2,2,1,無,2019/7/22,121.577709,25.050886,2100
松山區,9.17,93.78,12.03857711,11,15,0,3,2,1,1,無,2019/8/7,121.581199,25.043212,2156
信義區,4.65,33.35,14.15497923,6,11,1,1,1,1,1,無,2019/7/27,121.526353,25.022304,1200
大安區,15.37,196.92,3.102048639,13,25,0,4,1,2,1,坡道平面,2019/8/28,121.53712,25.040614,5650
大安區,24.42,99.05,35.595529,4,6,0,3,2,2,1,無,2019/6/29,121.581199,25.043212,2600
信義區,19.83,125.11,36.27452994,10,12,0,3,2,2,1,無,2019/7/15,121.533017,25.017455,2700
大安區,37.2,129.86,35.42851667,5,5,0,3,2,2,0,無,2019/8/5,121.564369,25.022549,2480
信義區,30,86.91,47.23437168,2,4,0,3,2,2,0,無,2019/8/12,121.546315,25.06033,1290
松山區,22.02,129.13,33.9938534,3,7,0,3,2,2,1,無,2019/8/15,121.520401,25.029797,3350
大安區,9.21,90.3,32.20600012,7,12,1,3,2,1,1,無,2019/8/11,121.552456,25.033157,2020
大安區,15.9,149.68,38.68115019,6,12,0,4,2,2,1,無,2019/6/22,121.541999,25.02956,3600
大安區,17.47,78.94,12.1535692,4,13,0,3,2,1,1,無,2019/8/18,121.581321,25.022857,2510
信義區,28.41,159.03,30.88906685,1,5,1,3,2,2,0,無,2019/8/12,121.547884,25.053478,1990
松山區,9.79,58.14,33.25735641,5,7,0,2,1,1,1,無,2019/6/23,121.547884,25.053478,1161
松山區,9.48,58.89,33.4079413,3,7,0,1,1,1,1,無,2019/8/17,121.573757,24.99349,1248
文山區,9.6,42.59,20.34264906,5,5,0,1,1,1,1,無,2019/8/5,121.56056,24.983884,594
文山區,30.53,101.92,38.10892763,4,5,0,2,2,1,0,無,2019/8/5,121.538744,25.004389,1170
文山區,9.58,81.01,11.16792268,9,12,0,1,1,1,1,升降機械,2019/8/19,121.538936,25.000988,1338
文山區,25.02,90.32,38.70579136,4,5,0,3,2,2,0,無,2019/8/5,121.549423,25.001133,1300
文山區,40.5,102.47,50.14476683,4,4,0,3,2,1,0,無,2019/7/29,121.544491,24.998448,1112
文山區,12.61,142.26,24.58914283,3,18,1,3,2,2,1,無,2019/7/13,121.568548,24.993169,2200
文山區,163.57,280.16,1.385380946,4,5,0,4,2,2,1,坡道平面,2019/7/21,121.583989,24.986504,4288
文山區,74.46,178.73,9.563509175,4,5,0,4,2,2,1,坡道平面,2019/7/31,121.557373,25.05015,2370
松山區,30.92,135.51,38.08154856,6,6,0,2,2,2,1,無,2019/8/12,121.54801,25.058606,1200
松山區,15.87,82.59,37.72562065,4,7,0,3,2,2,1,坡道平面,2019/9/6,121.55489,25.060321,1200
松山區,20.65,117.04,36.01169086,2,7,0,3,2,2,1,無,2019/7/5,121.5552,25.056025,2250
松山區,29.16,136.88,17.22691089,4,18,0,3,2,1,1,無,2019/8/5,121.546687,25.024631,2570
信義區,14.94,154.52,28.24424868,5,12,0,4,2,2,1,升降機械,2019/6/2,121.524311,25.035459,2918
大安區,34.35,152.1,0.21081884,4,7,0,3,2,2,1,其他,2019/7/16,121.539548,25.026978,4495
大安區,51.91,210.84,13.12005038,3,7,0,3,2,2,1,一樓平面,2019/8/6,121.55489,25.060321,7300
松山區,27.54,108.08,17.47606043,11,18,0,2,2,1,1,無,2019/8/1,121.565942,25.059101,2240
松山區,7.69,123.83,30.03483987,16,20,0,3,2,2,1,無,2019/7/12,121.561342,25.032948,2568
信義區,24.37,130.38,31.83912058,4,7,0,4,2,2,1,無,2019/6/30,121.534703,25.039202,2625
大安區,23.48,90.65,36.60307878,3,5,0,2,2,2,0,無,2019/8/19,121.55261,25.028898,2350
大安區,27.8,135.46,34.42644271,1,5,0,3,2,2,0,無,2019/5/16,121.571203,25.019391,3400
信義區,14.15,74.55,5.401890525,6,9,0,1,1,1,1,塔式車位,2019/9/12,121.54392,25.047548,1686
松山區,3.14,43.25,40.5210237,2,14,1,1,1,1,1,無,2019/8/18,121.567122,25.045724,880
信義區,5.56,48.13,29.94722684,8,11,0,1,1,1,1,無,2019/2/11,121.571203,25.019391,810
信義區,10.5,58.26,5.401890525,8,9,0,1,1,1,1,塔式車位,2019/9/12,121.548694,25.058724,1248
松山區,26.75,140.25,36.2991711,5,7,0,2,2,2,1,無,2019/8/13,121.550026,24.998392,3300
文山區,17.48,76.61,24.1866705,5,18,0,2,2,1,1,無,2019/6/18,121.565942,25.059101,1208
松山區,9.32,99.98,35.59279109,11,16,0,1,1,1,1,坡道平面,2019/8/2,121.576807,25.041428,572
信義區,29.98,121.67,30.2839894,1,5,0,2,2,2,0,無,2019/8/10,121.554474,25.053641,2800
松山區,35.89,169.14,22.0757442,4,11,0,3,2,2,1,無,2019/8/25,121.524812,25.028328,3020
大安區,25.13,73.96,21.16402116,1,5,0,2,2,1,0,無,2019/8/3,121.550183,25.036895,2125
大安區,27.39,156.38,35.29709713,7,7,0,3,2,2,1,無,2019/7/7,121.529571,25.032188,3700
大安區,27.75,100.61,47.7080296,3,4,0,2,2,1,0,無,2019/8/7,121.577709,25.050886,1900
大安區,24.8,90.55,33.47091316,3,5,0,3,2,2,0,無,2019/8/15,121.580796,25.044814,2280
松山區,15.09,131.27,20.14278185,3,11,1,3,2,2,1,升降機械,2019/8/23,121.574082,25.037729,2338
信義區,18.58,114.66,35.59279109,5,7,0,3,2,2,1,無,2019/7/24,121.569077,25.05844,2208
信義區,154.45,497.28,19.9264872,10,11,0,10,2,5,1,坡道平面,2019/8/13,121.561488,25.037549,15060
松山區,22.52,98.13,21.90325606,2,4,0,3,2,2,1,升降平面,2019/8/5,121.546098,25.041567,1480
大安區,26.32,222.3,15.51571901,13,14,0,3,2,2,1,坡道平面,2019/7/27,121.556839,25.017878,8836
大安區,3.53,34.95,10.68057523,8,12,0,1,1,1,1,無,2019/7/4,121.547897,25.027453,1500
大安區,30.77,93.98,35.21769783,2,5,0,3,2,2,0,無,2019/8/5,121.547233,25.03693,1476
大安區,37.75,114.65,50.16119428,2,4,0,3,2,2,0,無,2019/8/8,121.552537,25.028474,2880
大安區,29.71,160,37.70919321,5,7,0,4,2,2,1,無,2019/7/27,121.541729,25.02998,3750
大安區,23.29,117.11,35.10544364,7,7,0,3,3,3,1,無,2019/7/17,121.554463,25.041393,2170
大安區,22.52,123.84,31.63925337,5,15,0,3,2,2,1,無,2019/8/21,121.557843,25.048199,3600
大安區,23.84,135.62,37.80228205,2,7,1,3,2,2,1,無,2019/7/27,121.554785,25.024989,3280
松山區,13.59,189.33,12.09881106,11,15,0,3,2,2,1,坡道平面,2019/7/31,121.571021,25.046903,4788
信義區,36.63,152.89,32.14576617,5,5,0,6,2,4,0,無,2019/7/6,121.538936,25.000988,2180
信義區,29.05,72.97,48.20632867,3,4,0,3,1,2,0,無,2019/8/12,121.554846,25.002165,1225
文山區,48.25,175.56,9.615529409,2,14,0,4,2,2,1,坡道平面,2019/7/23,121.55957,25.032998,3000
文山區,37.34,188.36,17.12834624,8,14,0,4,2,2,1,坡道平面,2019/6/23,121.52581,25.029519,2768
大安區,3.13,36.43,10.42868779,11,14,0,1,1,1,1,無,2019/6/15,121.554463,25.041393,1080
大安區,31.38,84.88,47.50542448,4,4,0,3,2,2,0,無,2019/6/9,121.580975,25.043951,2000
大安區,23.76,123.13,37.80228205,1,7,1,3,2,2,1,無,2019/7/27,121.580975,25.043951,3000
信義區,18.28,120.27,0.950053731,11,16,0,3,1,2,1,無,2019/8/6,121.561285,25.036947,3535
信義區,11.66,76.74,1.0157635,4,16,0,2,1,1,1,無,2019/8/30,121.560729,25.053497,2300
信義區,12.42,51.21,33.81315154,3,5,0,1,1,1,1,無,2019/7/13,121.545554,25.05061,1170
松山區,12.08,43.89,25.16136539,5,5,0,1,1,1,1,無,2019/8/4,121.559412,25.009162,865
松山區,11.69,38.17,14.90242784,2,5,1,1,1,1,1,無,2019/8/20,121.583989,24.986504,780
文山區,35.49,96.68,23.98680329,13,15,0,2,2,1,1,無,2019/7/27,121.554422,24.986426,1338
文山區,141.29,271.61,10.61760337,4,5,0,3,2,3,1,坡道平面,2019/6/25,121.568372,24.990917,4198
文山區,31.25,83.6,50.83745731,1,5,0,3,2,1,0,無,2019/8/25,121.561567,24.981685,1240
文山區,53.02,112.29,44.87429584,4,4,0,4,2,2,0,無,2019/8/29,121.566939,24.99907,1010
文山區,37.96,116.98,36.05275947,2,4,0,4,2,2,0,無,2019/7/31,121.546687,25.024631,1417
文山區,39.62,97.4,30.7111029,2,4,0,3,2,2,0,無,2019/7/29,121.568646,25.056324,1200
信義區,9.1,45.09,11.5676571,6,14,0,1,1,1,1,無,2019/8/31,121.574215,25.041894,900
松山區,31.06,125.14,26.88077099,7,7,0,3,2,1,1,無,2019/8/26,121.546687,25.024631,880
信義區,29.04,124.1,30.27577568,2,5,0,3,2,1,0,無,2019/8/4,121.53407,25.036667,2328
信義區,9.1,45.09,11.49373362,10,14,0,1,1,1,1,無,2019/8/4,121.575869,24.989014,1130
大安區,30.88,79.72,50.93875987,1,4,0,2,2,1,0,無,2019/9/9,121.575869,24.989014,2500
文山區,10.87,38.01,37.86525391,5,5,0,3,2,1,0,無,2019/8/19,121.55957,25.032998,400
文山區,10.87,38.01,37.86525391,5,5,0,3,2,1,0,無,2019/8/19,121.546687,25.024631,350
大安區,4.84,60.42,37.64074553,12,12,0,2,2,1,1,無,2019/8/22,121.53005,25.033664,1160
大安區,17.69,118.05,33.41341711,2,12,0,3,2,2,1,無,2019/8/19,121.534872,25.025997,1900
大安區,14.34,94.87,8.158962881,8,12,0,2,1,1,1,坡道機械,2019/6/24,121.54392,25.047548,2600
大安區,8.24,60.86,31.45033779,4,9,1,2,0,1,1,無,2019/8/26,121.564369,25.022549,1580
大安區,8.94,111.64,37.56955995,2,16,1,2,2,1,1,無,2019/7/26,121.553884,25.052085,2700
信義區,15.25,34.21,47.26175075,1,4,0,2,2,1,0,無,2019/8/22,121.554785,25.024989,1030
松山區,20.68,219.02,33.92814363,11,12,0,3,2,3,1,坡道平面,2019/8/2,121.57329,25.034073,4620
信義區,30.22,124.42,32.3127785,3,5,0,3,2,2,0,無,2019/9/5,121.583989,24.986504,1830
信義區,56.87,373.22,12.1535692,8,27,0,4,2,4,1,坡道平面,2019/8/16,121.568548,24.993169,15688
